time_step,capacity_factor
138,0.013315562510324137
139,0.009530236917316016
140,0.012387727706665231
141,0.011633868638609855
142,0.019666224193674524
143,0.01832374091518473
144,0.013655223758086397
145,0.012107207128699799
146,0.012584750923793585
147,0.01772842258723749
148,0.01582914507452269
149,0.001179301355359288
150,0.01902788004339525
151,0.017738165417236242
152,0.00884772125485797
153,0.012550225453579622
154,0.003612989095127779
155,0.007115940018800044
156,0.0012935918425260983
157,0.011432225982225978
158,0.007786910503519457
159,0.00972893046122416
160,0.0104497289359246
161,0.005278584978575254
162,0.011886439394165164
163,0.017057881459502617
164,0.014510408205981228
165,0.00844607728319901
166,0.014176664754364158
167,0.006710833823747355
168,0.002414402420004409
169,0.01936817870519503
170,0.01968438399790232
171,0.011484729236030273
172,0.0021678961878628168
173,0.010761511973476539
174,0.007260434406424936
175,0.015572373073714367
176,0.01173077307280844
177,0.005146962000224103
178,0.012420401690984524
179,0.0058809438619718815
180,0.005284772354592821
181,0.01591786673508239
182,0.01884513300454043
183,0.018023079440601095
184,0.0030332171125902717
185,0.010204099562107084
186,0.004392680136295692
187,0.018701636827884043
188,0.01657913250629522
189,0.0046530227358041465
190,0.0005198772126161821
191,0.004652608812533667
192,0.013157143216497738
193,0.006190644898389681
194,0.0007963910755634918
195,0.0015334714941130435
196,0.0051838567389616294
197,0.008919332198698633
198,0.010620933277204007
199,0.005565646503270163
200,0.004346707540104146
201,0.00920834595361264
202,0.003544127336965697
203,0.015831086342826713
204,0.005948808091290927
205,0.01547830854023239
206,0.0016217314573110464
207,0.019963962676859008
208,0.014508884504128619
209,0.003959939370258478
210,0.0026485783010166044
211,0.016822544560402913
212,0.0012074327312745802
213,0.008111789573123016
214,0.017900046994355767
215,0.01804109493969805
216,0.018810090734511075
217,0.0156586767574788
218,0.019257386112885605
219,0.0027584957992752867
220,0.005313912663366096
221,0.01329573617013505
222,0.001310693660243758
223,0.014702127909052709
224,0.016880421647197285
225,0.002765346865752507
226,0.0022078141104466043
227,0.004516527225890434
228,0.017521539176840576
229,0.014041327641514372
230,0.016165549246323976
231,0.00344856688245164
232,0.006914317959301553
233,0.01299047874793693
234,0.006112149995404734
235,0.010040592705340943
236,0.0094707631150133
237,0.017474204822343298
238,0.012406166848119017
239,0.015594397380121462
240,0.005307019882951021
241,0.017705538531404313
242,0.015669062821910086
243,0.014452779716751955
244,0.01265302756029868
245,0.006854488606013782
246,0.01707435737041245
247,0.004413060776971942
248,0.012061776758895493
249,0.006812104868070099
250,0.003779406199848827
251,0.006034123512676051
252,0.01600234549622839
253,0.004740127867808297
254,0.002516776642880949
255,0.015144204353258393
256,0.0006309012729050934
257,0.0004055029353910844
258,0.014761080248471788
259,0.014611247421280567
260,0.002417706920467708
261,0.010048754226166341
262,0.0016976371608316265
263,0.004461564912366774
264,0.00929446201985106
265,0.00498985359513616
266,0.005588074594699981
267,0.019707172760290267
268,0.019685577568862987
269,0.013559258720119018
270,0.010884629745729403
271,0.013681612702116874
272,0.007838311517838844
273,0.0031457418939452642
274,0.005888564339255969
275,0.007826404423460326
276,0.006345096980994444
277,0.008967171006207662
278,0.018261753150901873
279,0.001954403957955817
280,0.011869927689065083
281,0.01114985861514571
282,0.013070558390238572
283,0.009419599897343155
284,0.009470666887805668
285,0.00028140318975890645
286,0.002958405474099146
287,0.004756735142114812
288,0.015318442899819198
289,0.009050518154110792
290,0.012134484697254231
291,0.019922645093380074
292,0.0172071773816855
293,0.019138411282106454
294,0.00821489770811685
295,0.014071509728486857
296,0.009982078359382465
297,0.01962113426941875
298,0.00308695971248224
299,0.018378454629432824
300,0.0043166105447549905
301,0.017877832198606062
302,0.009234311218887745
303,0.01060553331122422
304,0.0029162309125410936
305,0.01552599429512079
306,0.0026240095862573366
307,0.0034600454942496995
308,0.009846178072227716
309,0.009258663258187692
310,0.013186419370118945
311,0.010648138130376034
312,0.007795116474344581
313,0.005849831066911931
314,0.019221106473849458
315,0.009780015285762299
316,0.009623004390801597
317,0.009117543022303568
318,0.009481329173147509
319,0.011354207497754091
320,0.0034256159498249807
321,0.016588724715333535
322,0.007472028902464514
323,0.0036036706576227594
324,0.016149007772936617
325,0.0016559522689243234
326,0.012037627442146637
327,0.00874039937038657
328,0.010139388237812083
329,0.015332047246905088
330,0.014434703851163865
331,0.0176240347338537
332,0.009617083468839412
333,0.00048308517468001575
334,0.007543671255671287
335,0.018527303134213868
336,0.004331781820287535
337,0.010608205213032329
338,0.010705324388879785
339,0.015347440579995422
340,0.016230054979978287
341,0.004419594781714915
342,0.008786579871637413
343,0.017125797017349176
344,0.0003122828752125262
345,0.015586654647146597
346,0.008531727782466034
347,0.010211136367299254
348,0.014873612803292998
349,0.013051478962529435
350,0.005877309176285543
351,0.002108298284139083
352,0.002869164312762549
353,0.013965150759558976
354,0.003985995300236182
355,0.015094645809419558
356,0.009560960646340438
357,0.00668525186797986
358,0.01801157869839047
359,0.0035143646607694932
360,0.007467934218328385
361,0.014034434664032307
362,0.018903373559775588
363,0.017998069924837382
364,0.01245612099559084
365,0.003948823396224122
366,0.014081111174865418
367,0.011863915709748742
368,0.00688147640190959
369,0.009575048589201864
370,0.018510667679469597
371,0.011031627096851602
372,0.009489275714071875
373,0.010935223870835205
374,0.0068983820450473155
375,0.01731744795757643
376,0.01699898043057636
377,0.011961819200953551
378,0.01239229415575468
379,0.010970764121820934
380,0.012480740466196625
381,0.014300914365965669
382,0.009269104759755682
383,0.004253131144518978
384,0.011517977110149603
385,0.008543653251354554
386,0.016291470972019342
387,0.0021038810722628786
388,0.01629094733160864
389,0.009230439098773332
390,0.0030539104242166327
391,0.007666437642629174
392,0.001976866642129964
393,0.014933643269379999
394,0.012566618148073623
395,0.007378453838414707
396,0.019899272039449915
397,0.017088732935678294
398,0.01159873546942561
399,0.013144658788033857
400,0.0035022728803536006
401,0.00314078001522059
402,0.0014661591774555794
403,0.012757757523203657
404,0.009682547421845173
405,0.012906144867947287
406,0.00830710683783049
407,0.0006815103399817924
408,0.011904454344352906
409,0.0002878935431510632
410,0.013649489663452747
411,0.0027475212333508913
412,0.01380141564495023
413,0.001500345012513269
414,0.01746000671738947
415,0.01903786431321969
416,0.004089268271326352
417,0.018944156762771152
418,0.016071013777840197
419,0.0015094390904086107
420,0.013559927371383933
421,0.003059409910989026
422,0.009142600195640747
423,0.019817492343181094
424,0.007473922861608351
425,0.012502696876592173
426,0.0075718093778312755
427,0.002566873890108783
428,0.0006121508860419777
429,0.0024498581522910757
430,0.005212978098470309
431,0.014073095032668856
432,0.017582607337776814
433,0.002039540519520147
434,0.019452466618982946
435,0.014444711552802835
436,0.012997022512410295
437,0.0028097547208773333
438,0.009770227107319462
439,0.018517526184310767
440,0.009537917945559716
441,0.0006750624507259339
442,0.0007344965052065811
443,0.0007211442082001995
444,0.0013441893433317432
445,0.0027133092724996154
446,0.004804861453970907
447,0.003911428729776123
448,0.01736614382980959
449,0.0008738138585730248
450,0.014697151839358422
451,0.006157741987569587
452,0.010879464812552404
453,0.018926733519576827
454,0.002264366933176145
455,0.015124127087697527
456,0.011669027412134431
457,0.017182319922032677
458,0.005965687823026073
459,0.008081518090584607
460,0.00701725971532122
461,0.0009114307079302364
462,0.015908791963987076
463,0.004880763707802984
464,0.00044886845801589415
465,0.004092881349992011
466,0.006371557357834226
467,0.019689426136591325
468,0.013574876959977202
469,0.010537634487456331
470,0.009182678859558565
471,0.019534930322897742
472,0.00615035213701196
473,0.0148566755516788
474,0.0007330076372413919
475,0.01599373217814327
476,0.0004424183755880362
477,0.012804867371601138
478,0.00438123269890551
479,0.010855471512183204
480,0.017710955580048742
481,0.012340186481412605
482,0.012628828817726803
483,0.016777354872192153
484,0.014199805922364785
485,0.004703198529429671
486,0.01987152896368706
487,0.005649437515729477
488,0.015363079922486218
489,0.004587639468842994
490,0.019622316796529628
491,0.007095877569830771
492,0.011641874590543756
493,0.012053303600212149
494,0.005631281945994588
495,0.0011363534565492438
496,0.010133533192250365
497,0.01736449235828071
498,0.011266131542384374
499,0.0029332456309201916
500,0.01218851735055529
501,0.0010260792144571162
502,0.010703961069750849
503,0.0053578750914227815
504,0.01625549633912872
505,0.010909112317899625
506,0.01905098102724591
507,0.009461303416203428
508,0.010320457580207458
509,0.011150364361939563
510,0.0009944908041403223
511,0.013136248834848015
512,0.010070002636451645
513,0.0010120289458446098
514,0.019812424337986287
515,0.016616966877860496
516,0.010174395511597802
517,0.01613903093920206
518,0.0024477321613607383
519,0.018474187395256393
520,0.01919088739054776
521,0.007032135528790959
522,0.009484446289163782
523,0.01953308534703843
524,0.006595094038502602
525,0.013026454082745671
526,0.01635004509733604
527,0.004221063238592029
528,0.018906126546931253
529,0.01756635086977983
530,0.0054470908681810105
531,0.013185540656591298
532,0.006870751065650498
533,0.015973259292995173
534,0.01864968668831507
535,0.015588855665561887
536,0.01970830979423161
537,0.0007643553358512767
538,0.01125939446532617
539,0.018836008360473736
540,0.0046657464994830766
541,0.003342376444086619
542,0.01953903959202346
543,0.0010076922042399983
544,0.008708584156822064
545,0.002525697409322545
546,0.013952747761355255
547,0.011841648116933137
548,0.011107245369341856
549,0.010164307313612939
550,0.0098837132149256
551,0.009625207865517524
552,0.012119046904750335
553,0.0011346884066387442
554,0.002055517804564535
555,0.0033736121078991976
556,0.014167489199820171
557,0.01788379371335498
558,0.0021358490368556214
559,0.01265429631105769
560,0.01795862627420928
561,0.01734195871359914
562,0.011207200618917286
563,0.0031574491666873784
564,0.009920595991234809
565,0.010515595853333379
566,0.0018794662658334293
567,0.0070510756359418595
568,0.012071531560652856
569,0.016141756606099098
570,0.004658285964745437
571,0.00727851995046594
572,0.004713943471704531
573,0.006891071586495652
574,0.00171783116110527
575,0.00954728182073531
576,0.014129389697714932
577,0.009981301297844192
578,0.009461325260879372
579,0.011635513741450124
580,0.009198678323653025
581,0.009552904782543534
582,0.008211816125620186
583,0.009694479765112512
584,0.007286156020753001
585,0.011562196953897654
586,0.007789605124845896
587,0.010199097744860023
588,0.009563902696166384
589,0.002989940218667868
590,0.0012976563909696103
591,0.019433045695804518
592,0.0017139164572623033
593,0.004604104233207364
594,0.009681194948380975
595,0.003447257744715093
596,0.0006731864101874297
597,0.0070421082332739115
598,0.007875835022109836
599,0.008730300260189672
600,0.004763167124473746
601,0.00012614588910328628
602,0.010055037333779661
603,0.0024329778372332413
604,0.010778839075624934
605,0.009113047406852051
606,0.017142201148994042
607,0.005954412072431736
608,0.01826757334335808
609,0.011412604938977479
610,0.00836112170452072
611,0.015833520566068883
612,0.013986091274697769
613,0.013010211776747169
614,0.0016974911346873433
615,0.007577583289611076
616,0.014543751555221052
617,0.0023860223090407563
618,0.019752139868228432
619,0.0052728499142957385
620,0.013584728858199646
621,0.017001006831057063
622,0.0027198295076056355
623,0.003083168409794108
624,0.00691851247958696
625,0.01329720951848329
626,0.006939336001962683
627,0.01932784362281534
628,0.01591740517280213
629,0.0018873828190948006
630,0.00883440942768044
631,0.009041489139176365
632,0.01172362093017397
633,0.003342657921764327
634,0.01207098188031238
635,0.0009087067736451204
636,0.014019551796768209
637,0.0009039988840669744
638,0.018827489390395417
639,0.004502544947921428
640,0.00782522779540834
641,0.01627674504670206
642,0.006026847002039462
643,0.01912009843815856
644,0.005015343714206913
645,0.003787939408051042
646,0.0011073851479787922
647,0.007477382273445137
648,0.001318578819664129
649,6.70137177961383e-05
650,0.016839521117515098
651,0.0022195260797678884
652,0.019229050318709556
653,0.01561349028765666
654,0.00851576653291805
655,0.002014702226521479
656,0.002303510323311142
657,0.019242544309152176
658,0.012859923301527174
659,0.0022581313218102174
660,0.0029367246429006524
661,0.007491824841779333
662,0.007870268509423385
663,0.014428373787984792
664,0.006086297061138968
665,0.014588220081760233
666,0.013319483286765497
667,0.01605545540222111
668,0.01690438984683878
669,0.014602267519417804
670,0.010515225231352003
671,0.017556962910899334
672,0.012335524299744587
673,0.000986690058027937
674,0.0003585738327195509
675,0.015220704565517757
676,0.0174073885602092
677,0.002580114176977011
678,0.00315584683239321
679,0.01538403862024889
680,0.018219795353136475
681,0.009310434354990302
682,0.012821823172511924
683,0.011837620378528788
684,0.014096092577448836
685,0.0038195907731448696
686,0.01607823011763315
687,0.01204593577944075
688,0.007955798492870253
689,0.016882554572003154
690,0.01713098021385663
691,0.0023076350595138705
692,0.0004068997794653484
693,0.0073748052998064305
694,0.01696022737833385
695,0.01872487589773914
696,0.007113004859770127
697,0.005907615849474157
698,0.01752109866407943
699,0.010943260545552932
700,0.019249648392454587
701,0.0033947719032886626
702,0.00456607593288175
703,0.002123104724534264
704,0.015174479160130237
705,0.005172449810894792
706,0.006320794000193055
707,0.0064353830423855675
708,0.004560172555861591
709,0.004129186270806233
710,0.017934109054975302
711,0.01293608244299626
712,0.018467123048966052
713,0.01668277004428675
714,0.0028400795054911022
715,0.016749678084412963
716,0.0059072629582893965
717,0.0015594318632038973
718,0.006426378643184412
719,0.014595826657817071
720,0.019841621423256642
721,0.0004957743967910533
722,0.014563956475383825
723,0.014697547720513545
724,0.007324759980505739
725,0.0038727580262046413
726,0.007848707568727763
727,0.01613577983090091
728,0.017813097383319515
729,0.015411094687355742
730,0.012926892884588892
731,0.01094540583850395
732,0.004474815063853233
733,0.0008516066121652899
734,0.011926756758202
735,0.0039065848797928135
736,0.00776786206282017
737,0.016801924667486586
738,0.006123790563198423
739,0.010882685017947327
740,0.010986500571591949
741,0.001445349510217131
742,0.010760739549858046
743,0.014715632885812352
744,0.015874103124581568
745,0.003148238920649318
746,0.004346211855044466
747,0.003850366361784083
748,0.01750148271152817
749,0.014273086050286205
750,0.007423123533224687
751,0.018947636373792275
752,0.009088724022855696
753,0.0005477898895830014
754,0.017435072031785154
755,0.00600291691000797
756,0.008183186120790227
757,0.006090957145645168
758,0.016478880490767147
759,0.016675085432513975
760,0.007242514853873985
761,0.010173355561923773
762,0.011576867542362835
763,0.007341949983903702
764,0.01681436188924407
765,0.015704824377846517
766,0.009316187114085227
767,0.016957709593834212
768,0.00797772122079154
769,0.008487755063855493
770,0.007293493508548601
771,0.01666409315160379
772,0.002542120151553204
773,0.0015320824014384304
774,0.008297652152077178
775,0.004005559848134395
776,0.01779504569348364
777,0.010370665452770352
778,0.0008837981404478646
779,0.016085611427482535
780,0.002357674815924806
781,0.008229890234809707
782,0.0015774607513482808
783,0.008138268834732105
784,0.006074928440881994
785,0.010818685453628627
786,0.012698334552088185
787,0.01336907848992998
788,0.0007618703128305437
789,0.0060797089609183645
790,0.017779335068149445
791,0.013782218377406983
792,0.0105469587094428
793,0.016081796718006122
794,0.010404102348535848
795,0.009891408498968128
796,0.007942804275384725
797,0.012698544394931675
798,0.01877901511005381
799,0.0050627181661454905
800,6.624439715428476e-05
801,0.01496517049617323
802,0.00984485783017305
803,0.0008460992260892186
804,0.003296298888390237
805,0.016271531083587865
806,0.004896017002135849
807,0.001375068504193211
808,0.018905413896299714
809,0.007016561296615606
810,0.010971989652932914
811,0.010219437342000377
812,0.018268608024842793
813,0.01465309820000264
814,0.011326531860050162
815,0.0008376507295199964
816,0.0001531838417913267
817,0.01585688671419181
818,0.0026664094523318927
819,0.008017198657205247
820,0.0027399630682535393
821,0.013083991101747683
822,0.013201893536674619
823,0.003966212241831182
824,0.01886121317817129
825,0.005417620315487457
826,0.002107884515905556
827,0.009896172392996182
828,0.0034608742149947556
829,0.001663060709677493
830,9.463296339171645e-06
831,0.019828219979780206
832,0.010788030242570032
833,0.014772289645996885
834,0.010080076158594931
835,0.0021809925768373015
836,0.01132927937935612
837,0.004802075696546981
838,0.004558931608614365
839,0.013208019189425197
840,0.008206827052410723
841,0.00341623643103248
842,0.009841076866740987
843,0.0013389615226869233
844,0.0039052742674872865
845,0.014905852492225926
846,0.017232572279258566
847,0.0066061151045045995
848,0.00758740206827015
849,0.016224666744710264
850,0.01431861156789007
851,0.0032706004071346453
852,0.015269312895119227
853,0.01742205335893438
854,0.00031545805865046183
855,0.01552430472299769
856,0.01794184927945508
857,0.0012835976259151982
858,0.01613514663691134
859,0.0073409925643248665
860,0.018728635088125493
861,0.016566532767368712
862,0.00048415140310422713
863,0.005633247570624318
864,0.0012716851671102857
865,0.017953449962388988
866,0.014055898326233725
867,0.006219089460505205
868,0.008693150137901172
869,0.007645134848886546
870,0.008168826007086318
871,0.0037274768446365148
872,0.0018750372537870551
873,0.013104095692368383
874,0.013640226401225823
875,0.0034390826711335576
876,0.0042282636096170004
877,0.010613492492399903
878,0.019425242166007575
879,0.0017771940438895606
880,0.00040287730463459457
881,0.010509672721934291
882,0.016456881255250168
883,0.014729598590934596
884,0.012420956634317743
885,0.006517485076277269
886,0.009911489854299252
887,0.01520737921951496
888,0.005845105630736092
889,0.012821285193535068
890,0.012156769449246334
891,0.0072639511064858265
892,0.007090068247026651
893,0.004147339786382807
894,0.015389264840601748
895,0.015659543313518143
896,0.015558466889070319
897,0.0009227949490772813
898,0.0076573677250473685
899,0.008758727759560487
900,0.010953842410768458
901,0.013788719842435482
902,0.0031797123613139444
903,0.004651008721880696
904,0.004408390098082091
905,0.011387263947968818
906,0.01792802363971668
907,0.01630835182982064
908,0.015710117718036213
909,0.011022077489408444
910,0.0020694557713422435
911,0.002003692517546658
912,0.015358170173791019
913,0.003325112077700585
914,0.0029390518227831296
915,0.00435261595587243
916,0.004635274265282192
917,0.007401785810503465
918,0.014555646258479908
919,0.002682201930216006
920,0.009518914053460835
921,0.010494682466004218
922,0.018611970778916534
923,0.008453371526501502
924,0.0091019303952446
925,0.017262795017922494
926,0.00960209336676233
927,0.0058327986208467
928,0.0013248848287128934
929,0.01528916778360173
930,0.0026899713749273402
931,0.0015231757731224383
932,0.01046040016872418
933,0.00927686011414133
934,0.01061946911627163
935,0.004571601503188241
936,0.018536302553901048
937,0.0029806385725854676
938,0.006654407462240517
939,0.004432751287580217
940,0.0025140502426579947
941,0.0002228541253044769
942,0.018493961954799677
943,0.01430720532330363
944,0.011388326779039086
945,0.00653951887329066
946,0.0017740667185755577
947,0.015260474194258805
948,0.0019554432381730293
949,0.01794659158724957
950,0.011879981890050764
951,0.0067899924264976375
952,0.006568663340879215
953,0.007750607842645707
954,0.014026467604728563
955,0.007578679059415794
956,0.009701656469993134
957,0.004616815834182977
958,0.013339877278605933
959,0.01139909534966613
960,0.004647149275524951
961,0.010586274726916114
962,0.010359238209830993
963,0.00016304737756607678
964,0.0019529665151329523
965,0.012298562751685867
966,0.019219171393313327
967,0.01657363595167945
968,0.011838111599567795
969,0.013284979443703366
970,0.0086428934308095
971,0.01666660490226305
972,0.005701946460450158
973,0.010262725088762437
974,0.019294354966373262
975,0.0072883434845318895
976,0.006434898979802118
977,0.009780006409559491
978,0.0018228430050137323
979,0.006342611479214098
980,0.004844750599134849
981,0.016112077540199825
982,0.0021616114908506877
983,0.00204285538478842
984,0.009848491695171276
985,0.00713204443400221
986,0.010678300932890019
987,0.0179930709086687
988,0.01812370708705169
989,0.00032017403699308167
990,0.013114772765798678
991,0.0033133617008478653
992,0.01258687400342532
993,0.002254281621633676
994,0.007201847354456239
995,0.0069052355598117135
996,0.00817104483779038
997,0.007004634758290003
998,0.014916674983773682
999,0.012518852519544954
1000,0.00917620496702865
1001,0.01389490392237998
1002,0.007902958572459002
1003,0.0075078165384954935
1004,0.011396069747090554
1005,0.0052717296109819674
1006,0.002397402173117
1007,0.00559747879903987
1008,0.01039975119240224
1009,0.008748438750572789
1010,0.015475750862358598
1011,0.014932103199156437
1012,0.011473444433955017
1013,0.018842806705001543
1014,0.006894177585011987
1015,0.00130630129320068
1016,0.016056467303785946
1017,0.007771440047931952
1018,0.01911397884438338
1019,0.00042128924544799996
1020,0.004653204059631535
1021,0.010993623058198345
1022,0.018666712969352267
1023,0.010422276589418557
1024,0.00652218238320639
1025,0.011175422850251844
1026,0.007044076844867739
1027,0.01718067201433885
1028,0.019869240752113347
1029,0.00106519731047507
1030,0.00047736220427258
1031,0.017095667856429343
1032,0.012920210397833481
1033,0.01173026131877027
1034,7.207310238217746e-05
1035,0.01436642950021613
1036,0.001226759260659367
1037,0.0024072625650001477
1038,0.017590454778327887
1039,0.010550955066710839
1040,0.003495660288640159
1041,0.016841536806088485
1042,0.002739351549542557
1043,0.01989566920156983
1044,0.0029755051155911194
1045,0.006697896562942601
1046,0.004465149809098945
1047,0.013453241323135467
1048,0.017947145456441126
1049,0.009923239869663019
1050,0.012132839478415298
1051,0.0020470047479387078
1052,0.0032607283822051448
1053,0.001503816244991163
1054,0.004594672524425674
1055,0.0024796891890705953
1056,0.0022076694778118775
1057,0.017484584108464554
1058,0.011761026921991467
1059,0.005891929770114548
1060,0.004090344595155735
1061,0.0054419707701895085
1062,0.01089934910772453
1063,0.012445683186757256
1064,0.016410746530783078
1065,0.008568143509736708
1066,0.01175098811779878
1067,0.0028843196613436172
1068,0.004028379203782953
1069,0.013468268101041982
1070,0.009756552122907325
1071,0.0051945396561558724
1072,0.00013413350745703712
1073,0.007751026163623089
1074,0.015599092631794362
1075,0.008443710892815582
1076,0.0045654024339532116
1077,0.016332781559876438
1078,0.002982270433823633
1079,0.009514971748801095
1080,0.01159077479498289
1081,0.01106627742992142
1082,0.01304804801093589
1083,0.01863459130879955
1084,0.009092974041689336
1085,0.0036312188138051503
1086,0.016499624689514835
1087,0.015305412600670419
1088,0.018831008077213735
1089,0.01368210822184462
1090,0.01933631966830638
1091,0.010296471121991835
1092,0.017065066922174032
1093,0.00882475941622143
1094,0.009210647187599778
1095,0.01802782122713403
1096,0.01635261609671246
1097,0.0034206732242676517
1098,0.019644075459171163
1099,0.00797279171643702
1100,0.013303572771661686
1101,0.011694376816834225
1102,0.017239155734474775
1103,0.011848644526223605
1104,0.016301870660656588
1105,0.0118476837873366
1106,0.01385970395033693
1107,0.016248407892194103
1108,0.0015646677078341598
1109,0.003645681673912695
1110,0.013801499125521054
1111,0.0004268171174636404
1112,0.00324964963749679
1113,0.011459164790978795
1114,0.017734108629560607
1115,0.006733058268560146
1116,0.000452548348917905
1117,0.018972905027567887
1118,0.000616581561492937
1119,0.010912030065695515
1120,0.01141740632363495
1121,0.017850008998742336
1122,0.007851548368537204
1123,0.0198298198618817
1124,0.0071866903478052715
1125,0.0007022013885338519
1126,0.009083565097504482
1127,0.011855669597466652
1128,0.011323360655180746
1129,0.011781900337716455
1130,0.006275773415242338
1131,0.0030519676260707686
1132,0.00219285239491811
1133,0.014784104017304466
1134,0.0002621444253547423
1135,0.009628304808304788
1136,0.014499069987714639
1137,0.018748703368248392
1138,0.0015357545588701393
1139,0.005867002703169167
1140,0.018950221085864957
1141,0.005706452661402756
1142,0.019258020574496063
1143,0.0020544435747819854
1144,0.014374422132332627
1145,0.010201284826728423
1146,0.017452989977294168
1147,0.011699130707624681
1148,0.0003210010942725616
1149,0.0156404728089824
1150,0.009792106253477342
1151,0.008430288903249896
1152,0.006092317153629348
1153,0.015348600694508475
1154,0.015090352427516107
1155,0.0034387232813164205
1156,0.0147430139149076
1157,0.002561713885103987
1158,0.009043180825512184
1159,0.005980666090734912
1160,0.004089225924536264
1161,0.006922583207826798
1162,0.009335447261374596
1163,0.01733774840713241
1164,0.002157340774011034
1165,0.011290898760753888
1166,0.014015344524013922
1167,0.008369503795493083
1168,0.00214856677553392
1169,0.0016012503878481122
1170,0.0035114618853482084
1171,0.0009811728829763244
1172,0.010253468837474527
1173,0.0030778565933682776
1174,0.01755699858601048
1175,0.0025535753660248382
1176,0.01431461157582246
1177,0.006050619933072887
1178,0.0072091203419174564
1179,0.015041775348275112
1180,0.01949794516649387
1181,0.0040067322737869235
1182,0.012389787295986589
1183,0.004998590504965829
1184,0.013028534454414988
1185,0.01405983929986382
1186,0.0019703176073839913
1187,0.012170697126558163
1188,0.010378881627993447
1189,0.013554790326858279
1190,0.016600502737826265
1191,0.015037073193880438
1192,0.012775477565134776
1193,0.0010949722836549225
1194,0.00026401843134717497
1195,0.002114288691685362
1196,0.0020472479893811203
1197,0.002468863728356001
1198,0.01847047751526669
1199,0.015906499774615213
1200,0.010455199350240989
1201,0.014476952485578745
1202,0.002100651642946287
1203,0.01370162255757054
1204,0.012817872175491412
1205,0.008486091969462437
1206,0.006443830741667678
1207,0.003478760332740525
1208,0.007010711295277812
1209,0.00830904465419539
1210,0.0041766685576370465
1211,0.019344971738750348
1212,0.016553036225941554
1213,0.00582627458144008
1214,0.009058633316724992
1215,0.009715218230981709
1216,0.006203380062939892
1217,0.013453378560064939
1218,0.0020377878712830966
1219,0.004863784083254257
1220,0.005791638114639616
1221,0.01706666207342932
1222,0.007097289802330504
1223,0.0006292890522808991
1224,0.008976845749763682
1225,0.0006109348501299361
1226,0.00046053937962417193
1227,0.015094921854218122
1228,0.0002686343006840008
